id,name,expires,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_23,t_24,t_25,t_26,t_27,t_28,t_29,t_30,t_31,t_32,t_33,t_34,t_35,t_36,t_37,t_38,t_39,t_40,t_41,t_42,t_43,t_44,t_45,t_46,t_47,t_48,t_49,t_50,t_51,t_52,t_53,t_54,t_55,t_56,t_57,t_58,t_59,t_60,t_61,t_62,t_63,t_64,t_65,t_66,t_67,t_68,t_69,t_70,t_71,t_72,t_73,t_74,t_75,t_76,t_77,t_78,t_79,t_80,t_81,t_82,t_83,t_84,t_85,t_86,t_87,t_88,t_89,t_90,t_91,t_92,t_93,t_94,t_95,t_96,t_97,t_98,t_99,t_100,Axial Piston Model,Astrogation Buffer Length,InfoCore Size,AutoTerrain Tread Count,Arakyd Vocabulator Model,Nanochip Model,Repulsorlift Motor HP,Cranial Uplink Bandwidth,Sonoreceptors,Polarity Sinks,Productivity
10,Waterborer Botski I,59.0,64.26898734855929,61.33359710158419,58.971482267974416,57.14192133268972,55.80546961853317,54.92394634125858,54.46042166467798,54.37920375576895,54.64582583978205,55.22703325534829,56.090770509586505,57.20616833321077,58.543530735637816,60.07432206009449,61.771154038725065,63.6077728476988,65.55904616231723,67.60095021212166,69.71055683600052,71.86602053729686,74.04656553891567,76.23247283843139,78.40506726319525,80.54670452544272,82.64075827740095,84.67160716639611,86.62462188996093,88.48615225094194,90.24351421260705,91.88497695375294,93.39974992381232,94.77796989796154,96.01068803222795,97.08985691859722,98.00831764012095,98.75978682602381,99.33884370681122,99.74091716937663,99.96227281210894,100.0,99.8519989197519,99.51696763488454,98.99438914084288,98.28451842010435,97.38836949728649,96.30770249425417,95.04501068522715,93.60350755188725,91.987113838486,90.20044460695198,88.24879629199825,86.13813375622983,83.87507734525069,81.46688994277193,78.92146402571854,76.24730871933701,73.45353685230295,70.54985201182834,67.54653559876883,64.45443388273156,61.28494505718175,58.050006294551,54.76208080134427,51.4341448732477,48.07967495023559,44.71263467167736,41.3474619314461,37.99905593302581,34.6827642446173,31.414369854247724,28.210078224876796,25.086504349503997,22.060659806277293,19.14993981359841,16.37211028523251,13.74529488541429,11.287962083956318,9.018912211354992,6.95726451389825,5.12244420877554,3.5341695391815335,2.212438829426229,1.1775175400409201,0.4499253228860498,0.05042307625860271,0.0,0.31986065060300967,1.03141199631825,2.1562504722646554,3.7161490355328093,5.733044220295709,8.229023192913901,11.2263108070445,14.747256658747931,18.814322141594772,23.45006750177513,28.67713889320212,34.518255432626056,40.99619625473269,48.133787567259404,model A,0.6369608035376539,-0.33515360340783373,-0.10597946540080067,beta,v1.5,0.23483613727575683,0.2866016353012127,43.0,36.0,-17.30097095073124
11,Extrapulverizer Botchik II,33.0,62.31975324402011,68.78749491116001,74.20236308306052,78.63700986594974,82.16290798340718,84.85022315526408,86.76769236562832,87.98250802003489,88.56020799172074,88.5645715570251,88.05752121991439,87.09903042563246,85.74703716347555,84.05736345869236,82.08364075350907,79.87724117727942,77.4872147057596,74.96023220950822,72.34053439141137,69.66988661333254,66.98753961188737,64.33019610334387,61.73198327764702,59.22443118156874,56.83645699098287,54.59435517226473,52.521793532816254,50.63981516071557,48.966846253491894,47.5187098360252,46.30864536757121,45.347334237910616,44.64293115262458,44.20110140749358,44.025064052022735,44.11564094209122,44.47131168172685,45.08827445400592,45.960512741077466,47.079867933313366,48.43611782758248,50.017061014650366,51.8086071557039,53.7948731480006,55.958285179643454,58.27968667348025,60.73845212012796,63.312606800122126,65.97895239519175,68.7131984886579,71.49009995495963,74.28360023830129,77.0669805204285,79.81301477752696,82.49413072624682,85.0825766588523,87.5505941674952,89.87059675761473,92.0153543504621,93.95818367474914,95.67314454742301,97.13524204356494,98.32063455541505,99.20684774052147,99.77299435901254,100.0,99.87083469709911,99.37075043307979,98.48752453364091,97.21170895030923,95.53688543246086,93.45992658847537,90.98126283600443,88.10515524137492,84.83997424811082,81.19848429458266,77.19813432078124,72.861354164219,68.21585684494879,63.2949467397173,58.13783364523669,52.78995273058601,47.30329037873196,41.736715917177875,36.15631923774204,30.635754305450636,25.256588556564335,20.108658185727364,15.290429322239977,10.909365095459743,7.082298589321065,3.935811685988213,1.606619798626352,0.24196249330066177,0.0,1.050215612786181,3.573823979066738,7.764185277998145,13.827225287997175,21.98186134340567,model E,0.8466625415716813,0.030506941506682095,-0.05043106822629506,kappa,v1.5,0.5830762222973744,0.5036711049545745,67.0,12.0,-24.782323483058903
12,Rockwidget Botson,62.0,97.71755282088333,96.871595630834,95.77116199595025,94.4472986091801,92.93025096253213,91.24940107075632,89.43320862787748,87.50915559658063,85.50369423044899,83.44219852905407,81.34891912589826,79.24694160920957,77.15814827558862,75.10318331650817,73.1014214376647,71.17093991118253,69.32849406067004,67.58949617912822,65.96799787971173,64.47667587934205,63.12682121517291,61.92833189390823,60.88970897397217,60.01805608053164,59.31908235337098,58.797108827618985,58.45507824732821,58.29456831190678,58.31580835540213,58.51769945863745,58.89783799420007,59.45254260428238,60.17688461137518,61.0647218618128,62.10873600217113,63.30047318851763,64.6303882285137,66.08789215636932,67.66140324065019,69.33840142493683,71.10548620133633,72.9484379168461,74.85228251257026,76.80135969578798,78.77939454487436,80.76957254707351,82.75461806912422,84.71687626073722,86.63839839092546,88.50103061718667,90.28650618753746,91.97654107540087,93.55293304734495,94.99766416367503,96.29300671187701,97.42163257291357,98.36672602037312,99.11209995246993,99.64231555689754,99.94280540853411,100.0,99.8014577050679,99.33599817492484,98.59383916728693,97.5667368083667,96.24812928769109,94.63328398577463,92.71944803464149,90.50600231120283,87.99461886348521,85.18942176970974,82.09715143022768,78.72733229230306,75.0924440077522,71.20809602343353,67.0932056045879,62.77017929103614,58.265097786223265,53.60790427911869,48.832596198967906,43.97742040289641,39.08507179636431,34.20289538647591,29.383091768141618,24.682926043086827,20.16494017172187,15.897168757857433,11.953358266273305,8.413189673141693,5.362504549304883,2.8935345763947153,1.105134495818402,0.10301849058726342,0.0,0.9162349671796589,2.979468519461342,6.325285081634181,11.09736192203031,17.44772613147716,25.537015035087364,model C,1.1153486186586354,0.18790598960574,0.1655764552366863,gamma,v2.0,0.7866397312531279,0.6667102957863643,15.0,39.0,-47.59936683185609
13,Fireborer Botski,66.0,66.00388457485046,66.71734449200943,67.45568640141106,68.21726962341604,69.0004534783851,69.80359728667894,70.62506036865828,71.46320204468383,72.31638163511629,73.1829584603164,74.06129184064484,74.94974109646235,75.84666554812962,76.75042451600737,77.65937732045633,78.5718832818372,79.48630172051065,80.40099195683746,81.3143133111783,82.22462510389389,83.13028665534496,84.0296572858922,84.92109631589634,85.80296306571809,86.67361685571812,87.53141700625717,88.37472283769601,89.20189367039526,90.01128882471569,90.80126762101798,91.57018937966285,92.31641342101102,93.03829906542322,93.73420563326013,94.40249244488248,95.04151882065096,95.64964408092631,96.22522754606922,96.76662853644044,97.27220637240063,97.74032037431051,98.16932986253086,98.55759415742229,98.90347257934559,99.20532444866143,99.46150908573054,99.67038581091361,99.8303139445714,99.93965280706459,99.99676171875387,100.0,99.94772697116366,99.83830195260556,99.67008426468645,99.44143322776699,99.15070816220792,98.79626838836995,98.3764732266138,97.88968199730016,97.33425402078977,96.70854861744333,96.01092510762152,95.23974281168508,94.39336104999474,93.47013914291121,92.46843641079515,91.38661217400735,90.22302575290844,88.9760364678592,87.64400363922029,86.22528658735249,84.71824463261642,83.12123709537286,81.4326232959825,79.65076255480608,77.77401419220426,75.80073752853778,73.72929188416735,71.55803657945368,69.28533093475751,66.9095342704395,64.4290059068604,61.84210516438091,59.14719136336175,56.34262382416363,53.426761867147235,50.397964812673315,47.254591981102564,43.99500269279569,40.617556268113425,37.12061202741642,33.5025292910655,29.76166737942127,25.896385612844508,21.905043311695866,17.785999796336124,13.537614387125963,9.158246404426075,4.646255168597204,0.0,model C,0.47182268307885056,-0.45971029649625106,-0.4143981502110751,beta,v1.5,0.157902002025181,0.06629231349278411,3.0,95.0,3.0237277519852483
14,Thumppulverizer Botson,92.0,100.0,99.74344768634464,99.25567401134968,98.55527359435847,97.66057296491876,96.58959858116795,95.36004612183253,93.98925105184261,92.49416046156104,90.89130617962692,89.1967791594141,87.42620513910431,85.59472157537469,83.71695585070034,81.80700475427136,79.87841523652449,77.94416643728961,76.01665298755076,74.1076695848219,72.22839684213733,70.3893884106567,68.60055937588484,66.87117592750617,65.20984630283368,63.624513003872906,62.12244628800008,60.71023893225544,59.39380227125095,58.1783635086926,57.0684643025177,56.06796062364655,55.18002388834889,54.40714336422503,53.75112984980159,53.21312062774209,52.793585691671844,52.49233524661794,52.30852848306362,52.240683624617425,52.286689249296984,52.443816884427484,52.70873487515482,53.07752352657346,53.54569151946873,54.10819359967417,54.75944954104327,55.49336438203593,56.30334993591959,57.18234757458518,58.12285228597749,59.11693800514042,60.156284218876756,61.23220384402256,62.335672379336636,63.45735833100418,64.58765491175522,65.71671301359795,66.83447545416644,67.93071249668341,68.99505864353706,70.01705070347316,70.98616713240179,71.89186864781757,72.72364011683685,73.47103371784756,74.1237133757743,74.67150047095859,75.10442082165294,75.41275294013039,75.5870775624087,75.61832845158813,75.49784447480525,75.21742295380062,74.76937428910159,74.14657785781918,73.34253918505969,72.35144838895262,71.16823989929014,69.78865344978453,68.20929634393758,66.42770699452691,64.44241973670445,62.25303091471245,59.86026624221263,57.26604943622855,54.47357212470647,51.4873650276863,48.313370412092134,44.95901582013197,41.4332890713172,37.74681453809304,33.91193069508744,29.942768941969334,25.8553336999263,21.667583781755216,17.39951503556742,13.073244262108075,8.713094405691812,4.345681018751143,0.0,model E,0.4892855528110768,-0.4623757285664011,-0.0667745020623044,beta,v1.5,0.15633420449715146,0.20472218995155084,51.0,40.0,-0.1203264911974884
15,Excawidget Botski,39.0,100.0,98.44295203409563,96.96093270386939,95.55196675820048,94.21407894596804,92.94529401605129,91.74363671732935,90.60713179868145,89.53380400898673,88.52167809712441,87.5687788119736,86.67313090241352,85.83275911732336,85.04568820558227,84.30994291606942,83.62354799766399,82.98452819924516,82.39090826969212,81.84071295788404,81.33196701270006,80.86269518301943,80.43092221772127,80.03467286568477,79.67197187578907,79.34084399691342,79.03931397793694,78.76540656773882,78.51714651519826,78.2925585691944,78.08966747860643,77.90649799231353,77.74107485919488,77.59142282812964,77.455566647997,77.33153106767614,77.21734083604622,77.11102070198642,77.01059541437594,76.91408972209392,76.81952837401954,76.72493611903201,76.62833770601047,76.52775788383411,76.42122140138211,76.30675300753363,76.1823774511679,76.04611948116401,75.8960038464012,75.73005529575863,75.54629857811548,75.3427584423509,75.1174596373441,74.86842691197421,74.59368501512047,74.29125869566202,73.95917270247804,73.59545178444769,73.19812069045017,72.76520416936465,72.2947269700703,71.7847138414463,71.23318953237182,70.63817879172606,69.99770636838817,69.30979701123732,68.57247546915272,67.78376649101351,66.9416948256989,66.04428522208804,65.0895624290601,64.07555119549428,63.000276270269765,61.86176240226568,60.658034340361255,59.38711683343564,58.04703463036801,56.63581248003755,55.15147513132344,53.592047333104844,51.95555383426095,50.24001938367091,48.44346873021392,46.56392662276917,44.599417810215805,42.547967041433026,40.40759906529999,38.17633863069588,35.85221048649988,33.43323938159115,30.91745006484889,28.30286728515225,25.587515791380433,22.769420332412576,19.846605657127903,16.817096514405552,13.678917653124723,10.430093822164569,7.068649770404288,3.592610246723054,0.0,model A,1.3146171829048732,0.3681574299015904,0.17137963555173163,alpha,v2.0,0.9712143558547959,0.9167397698181033,5.0,39.0,-58.24338584964353
16,Excawidget Botchik I,92.0,29.037863195960377,43.228329682774344,55.44102173757568,65.83304765442064,74.55441066080782,81.74815264636769,87.55049789155193,92.09099679632286,95.49266960884289,97.87215015416388,99.33982956291656,100.0,99.95099839327102,99.28535016223343,98.08991294672764,96.44602033562015,94.42962559549257,92.11144539933152,89.55710355521772,86.82727473501545,83.9778282030621,81.05997154485742,78.12039439575298,75.20141216964176,72.34110978764731,69.57348540681316,66.92859414879256,64.4326918285374,62.108378682988274,59.97474309976312,58.04750534584732,56.33916129628255,54.85912616285674,53.61387822279292,52.60710254743923,51.839834730957854,51.310604619014775,51.01558003746858,50.94871052106087,51.101871042104584,51.46500573917462,52.02627164579574,52.77218241913365,53.687752068682684,54.756638684957046,55.96128816817859,57.28307795696733,58.70246075703037,60.19910826985113,61.752054921379305,63.339841590720134,64.94065933882334,66.5324931371734,68.09326559647705,69.60098069535647,71.03386750903424,72.37052393802524,73.59006043682675,74.67224374260574,75.5976406038902,76.34776150925623,76.90520441601957,77.25379847892458,77.37874777883401,77.26677505141701,76.90626541583917,76.28741010345234,75.40235018648403,74.24532030672619,72.81279240422427,71.10361944597048,69.11917915458723,66.8635177370199,64.34349361322622,61.56892114486598,58.55271436398838,55.31103070172109,51.863414716967235,48.232941825082506,44.4463620265777,40.534243635792464,36.5311170096021,32.475618276093265,28.410633063262058,24.383440227696024,20.445855583271904,16.654375629838235,13.070321281910156,9.759981597352482,6.79475750607101,4.2513055387121605,2.211681555328345,0.7634844741015634,0.0,0.020344353490117185,0.9296079992082807,2.8389993746652236,5.865988618929237,10.134451301316892,15.77481215008083,model E,0.8087524064352198,-0.1266992979076838,-0.29098744775607904,zeta,v1.5,0.5027924953068212,0.5719044889510498,10.0,78.0,-16.014867108430813
17,Rockwaller Botchik Jr.,23.0,84.07955541020962,88.13394333398178,91.50632342399815,94.24387626630342,96.39298282154459,97.9991406845716,99.10688430712638,99.75970918362032,100.0,99.8689627457013,99.40656078869189,98.6514549136021,97.64094732294403,96.41092960141926,94.99583464331461,93.42859254298646,91.74059044843345,89.96163637795733,88.11992699991244,86.24201937554328,84.3528066649107,82.47549779590624,80.63160109635488,78.84091188920625,77.12150405081408,75.489725532304,73.96019784402985,72.54581950311815,71.25777344410108,70.10553839263767,69.09690420232356,68.23799115458895,67.53327322168485,66.98560529275797,66.59625436301359,66.3649346859672,66.28984688878403,66.36772105070744,66.59386374457526,66.96220904142459,67.46537347818536,68.09471498846146,68.84039579640077,69.69144927365373,70.63585075941977,71.66059234358237,72.751761612932,73.89462436047882,75.07371125785181,76.27290849078729,77.4755523577066,78.66452783138004,79.82237108368113,80.9313759734286,81.9737044973158,82.93150120392997,83.78701157085926,84.52270434488732,85.12139784527756,85.566390230145,85.84159372591682,85.93167281988046,85.8221864158212,85.49973395274799,84.95210548670646,84.16843573568111,83.13936208758632,81.85718657134542,80.31604179105673,78.51206082325089,76.44355107723293,74.11117211851645,71.5181174553417,68.67030028828823,65.57654322296868,62.248771945816536,58.7022128629606,54.955594702185095,51.031354077983515,46.9558450196945,42.759552462733,38.47730970290298,34.148519813803176,29.817381027319946,25.53311607720697,21.350205505755515,17.328624933552874,13.53408629232608,10.038283020878293,6.9191392241110385,4.2610627951335935,2.155202500466769,0.6997090283260808,0.0,0.16902894431366453,1.3275582351841946,3.6044359922580935,7.136876944645253,12.070747257732478,18.56085332309019,model A,1.22787528836291,0.3202277002860908,0.07550070323454539,alpha,v2.0,0.8362272809332014,0.8727451655315087,2.0,50.0,-61.497065307845105
18,Pushlift Botsky,40.0,100.0,97.4893909633452,94.98942962992346,92.50574910885213,90.04377353723149,87.60871808014474,85.20558893065808,82.83918330982057,80.51408946666425,78.23468667820407,76.00514524943797,73.82942651334675,71.71128283089423,69.65425759102715,67.66168521067509,65.73669113475071,63.88219183614954,62.10089481575002,60.395298602413575,58.767692752984544,57.22015785229022,55.75456551314083,54.372578376329514,53.07565011063238,51.865025412808464,50.74174000759973,49.7066206477311,48.76028511391042,47.90314221482846,47.13539178715897,46.45702469555858,45.8678228326669,45.367359119106496,44.95499750348281,44.62989296238423,44.390991500382164,44.23703015003086,44.16653697186758,44.177831054412444,44.269022514168554,44.43801249562199,44.682493171241696,44.99994774147958,45.38765043477051,45.842666507532265,46.36185224416558,46.941854957054126,47.579112986564475,48.2698557010462,49.01010349683177,49.79566779823658,50.62215105755901,51.48494675508035,52.379239399064794,53.30000452575955,54.242008699394695,55.199809512183286,56.16775558432131,57.139986563987655,58.11043312734419,59.07281697853571,60.02065084968995,60.94723850091758,61.845674720312175,62.708845323950314,63.52942715589147,64.29988808817805,65.01248702083544,65.65927388187185,66.23208962727864,66.7225662410299,67.12212673508272,67.4219851493772,67.6131465518363,67.68640703836594,67.63235373285497,67.44136478717522,67.10360938118136,66.60904772271113,65.94743104758507,65.1083016196068,64.08099273056283,62.85462870022247,61.41812487633808,59.76018763464507,57.86931437886159,55.733793540688836,53.34170457981094,50.680917983894936,47.73909526859078,44.50368897753145,40.961942682332776,37.10089098259359,32.90735950589551,28.367964907803376,23.469114871864715,18.19700810961009,12.537634360552975,6.476774392189853,0.0,model C,1.0489262266031345,0.02005087731200228,0.49,gamma,v2.0,0.7259925906990904,0.6194712577937644,80.0,63.0,75.50717207723986
19,Pushborer Botsky II,23.0,49.969775556583684,61.52056097977534,71.2359838310687,79.27104231238377,85.77347782307814,90.88392508000497,94.73606223757122,97.45676100779552,99.16623678036648,99.97819874270047,100.0,99.33278769531154,98.07165312958365,96.30578188172527,94.11860392866338,91.58794376540146,88.78617052507731,85.78034809902131,82.63238525681427,79.39918576634567,76.13279851387172,72.88056762407328,69.68528258011423,66.58532834369909,63.61483547513163,60.80383025337248,58.17838479609737,55.76076717975529,53.5695915596265,51.61996828988051,49.923654043634244,48.48920193301013,47.32211162919411,46.424979482493605,45.79764864239596,45.43735917762605,45.338898196204696,45.49474996550654,45.895246032318035,46.528715342895936,47.381634363025036,48.4387771980759,49.683365713064106,51.097219652706784,52.660906761481954,54.353892903685384,56.15469218349036,58.0410170650039,59.98992849232647,61.97798600960846,63.981397881109324,65.97617121125542,67.9382620646985,69.84372558637277,71.66886612155346,73.39038733591488,74.98554233558966,76.43228378722415,77.70941403803961,78.796735235887,79.67519944930756,80.32705878759121,80.73601552083234,80.88737219998835,80.76818177694034,80.36739772454797,79.676024156708,78.68726594841628,77.39667885582038,75.80231963627773,73.90489616842208,71.70791757220931,69.21784432898463,66.44423840154062,63.39991335416394,60.10108447271036,56.56751888464942,52.82268567912936,48.893906027032074,44.812503301034646,40.61395319566156,36.338033847346395,32.02897595449181,27.73561289752817,23.51153085896197,19.415218943449098,15.510219297839074,11.86527723123969,8.55449133507189,5.657463603140169,3.2594495516652584,1.4515083393732375,0.33065288752617883,0.0,0.5689204833225131,2.1531892667637513,4.875135522353414,8.863792784970268,14.255049072390735,21.19179700533301,model E,0.786104644522907,-0.20289249838364076,-0.1486141416151423,zeta,v1.5,0.5092453368060617,0.31069521968737845,0.0,58.0,-23.311074432875564
20,Wallwaller Botson Jr.,39.0,80.82494059124242,82.68931747957895,84.42891781094536,86.04873697591576,87.55365251573394,88.94842412231326,90.23769363823676,91.4259850567571,92.51770452179657,93.51714032794716,94.42846292047038,95.25572489529748,96.00286099902931,96.67368812893635,97.27190533295874,97.80109380970624,98.26471690845824,98.66612012916379,99.0085311224415,99.29505968957979,99.52869778253653,99.7123195039393,99.84868110708535,99.94042099594157,99.99005972514439,100.0,99.97252667648414,99.90980676124221,99.81388941158926,99.68670593550998,99.53006979165869,99.34567658935936,99.13510408860554,98.89981220006047,98.64114298505704,98.36032065559775,98.05845157435473,97.73652425466977,97.39540936055428,97.03585970668931,96.65851025842552,96.26387813178331,95.85236259345254,95.4242450607929,94.97968910183361,94.51874043527351,94.04132693048113,93.54725860749464,93.03622763702177,92.50780834044002,91.96145718979636,91.39651280780757,90.81219596785999,90.20760959400948,89.58173876098176,88.93345069417204,88.26149476964518,87.56450251413571,86.84098760504779,86.08934587045522,85.30785528910147,84.49467599039951,83.64785025443214,82.76530251195166,81.84483934438002,80.88414948380886,79.88080381299949,78.83225536538272,77.73583932505909,76.58877302679883,75.38815595604169,74.13096974889709,72.81407819214412,71.4342272232315,69.98804493027761,68.47204155207037,66.88260947806751,65.21602324839616,63.468439553853315,61.635897235905446,59.714317286688775,57.69950284900908,55.58713921634181,53.37279383283209,51.05191629329463,48.61983834321368,46.071773878743365,43.40281894670727,40.60795174459867,37.68203262058045,34.61980407348517,31.415890752815063,28.06479945874184,24.560919142107064,20.898520904421748,17.071757997866598,13.07466582529197,8.90116194021799,4.545046046834276,0.0,model C,0.8119238711570008,-0.12808192471129998,-0.16744912833036807,kappa,v1.5,0.5827222732467756,0.49261927742204914,50.0,68.0,8.434013909932503
21,Extrapulverizer Botchik,23.0,73.86845145630512,79.83269300684776,84.89613326207497,89.11848791623915,92.5585113233376,95.27389190983814,97.32115246563927,98.75555531326395,99.63101235528757,100.0,99.91347896530154,99.42081896083303,98.56972824833987,97.40618808027013,95.97439201660659,94.31669011993307,92.47353802873445,90.48345090893093,88.38296228364622,86.2065877412099,83.98679352139352,81.75396997988115,79.53640993097356,77.3602918685265,75.24966806512336,73.22645754948134,71.31044396209202,69.51927828909577,67.86848647439035,66.37148190997335,65.03958280451863,63.882034430187204,62.90603624767171,62.11677390947465,61.517456141421945,61.10935650240853,60.891860022380165,60.862514718547175,61.01708798983402,61.349627889561376,61.852529276363875,62.51660484333992,63.331161025437254,64.28407878507169,65.36189927597997,66.54991438530683,67.83226215392565,69.19202707499426,70.61134527074306,72.07151454749837,73.55310932894002,75.036100467592,76.49997993454747,77.92389038742833,79.28675961657802,80.56743986948948,81.74485205346538,82.79813481651416,83.70679850647898,84.45088400840118,85.01112646011795,85.36912384609268,85.50751046948206,85.4101353024337,85.06224521462102,84.45067308000974,83.56403076186035,82.39290697596266,80.93007003210653,79.17067545378342,77.11247847612785,74.75605142208384,72.10500595681579,69.16622022034409,65.95007083842164,62.470669811640036,58.74610628277146,54.79869318234656,50.65521875246024,46.347202948819614,41.9111587210199,37.388858171056846,32.82760359007096,28.28050337333278,23.806752813448067,19.47191977181516,15.34823522830032,11.514888709158635,8.058328593178379,5.072567296071949,2.659491333088828,0.9291762598704721,0.0002064915349159203,0.0,1.0651378895300234,3.341698850535117,6.98559849158717,12.162933549673872,19.050330978695314,27.835301916181454,model A,1.1186808911118964,0.3645803430809006,-0.008174156419400336,gamma,v2.0,0.752837490941662,0.7230693751639151,10.0,35.0,-71.94594577398558
22,Excapulverizer Botsky I,71.0,100.0,87.08613263598446,75.36970780291703,64.79646896005158,55.31319355937896,46.86769304562702,39.40881285626058,32.886432421481466,27.251465164228456,22.455858500177346,18.45259383774088,15.195686578068832,12.64018611504791,10.742175835301849,9.458773118191342,8.748129335814092,8.569429853004756,8.882894027335011,9.649775209113464,10.832360741385752,12.393971959934477,14.298964193279257,16.51272676267667,19.001682982120265,21.733290158340598,24.676039590805164,27.79945657171848,31.074100386022113,34.47156431139452,37.96447561825113,41.52649556974446,45.1323194217639,48.75767642293585,52.37932981462377,55.975076830928096,59.52374869868606,63.00521063747213,66.40036185959765,69.69113557011092,72.86049896679724,75.89245324017897,78.77203357351529,81.48530914280262,84.01938311677404,86.36239265689986,88.50350891738728,90.43293704518072,92.14191617996099,93.62271945414639,94.86865399289239,95.87406091409069,96.63431532837082,97.14582633909853,97.40603704237704,97.41342452704642,97.16749987468394,96.66880815960364,95.91892844885601,94.9204738022296,93.6770912722494,92.19346190417721,90.47530073601216,88.52935679848987,86.36341311508353,83.98628670200313,81.40782856819574,78.63892371534487,75.69149113787148,72.57848382293332,69.31388875042565,65.91272689298022,62.391053215965464,58.765956677487644,55.05556022838902,51.27902081224938,47.45652936538624,43.60931081685312,39.75962408844032,35.93076209467528,32.147051742823486,28.433853932885555,24.817563557602124,21.32560950244711,17.98645464563285,14.829595858110325,11.885564003564975,9.185923938421817,6.763274511840106,4.6512485657175775,2.884512934688828,1.4987684461257729,0.5307499201371565,0.018226169567601043,0.0,0.515908209753864,1.6068215898851121,3.3146449241887534,5.682316989192353,8.753810554167059,12.574132381113992,model C,0.5047980275464977,-0.3732865547591366,-0.07276025514341528,beta,v1.5,0.20269074118244057,0.2387259337192994,84.0,82.0,94.21329944649543
